time,ant_id,from_role,to_role,reason,x,y
5748,84,transporter,follower,food_deposited_at_nest,87.3249141301521,89.55053783167585
5764,39,transporter,follower,food_deposited_at_nest,92.75166404648066,90.91476867246692
5774,49,transporter,follower,food_deposited_at_nest,92.54614034709508,91.36334416036127
5778,1,follower,transporter,food_reached_from_trail,243.4471061474792,239.69640323577954
5781,27,follower,transporter,food_reached_from_trail,239.86621501907373,236.4287829818076
5786,10,transporter,follower,food_deposited_at_nest,92.26225114664352,88.67417744353804
5809,37,transporter,follower,food_deposited_at_nest,87.26341833978002,90.58661378159657
5815,60,transporter,follower,food_deposited_at_nest,92.94252081335185,90.34154666183102
5836,90,transporter,follower,food_deposited_at_nest,92.58325837242256,89.0102820077965
5845,44,transporter,follower,food_deposited_at_nest,87.1656318592908,90.32578276489461
5847,89,follower,transporter,food_reached_from_trail,241.56165137760448,236.98921881978217
5902,69,follower,transporter,food_reached_from_trail,240.3398039805849,236.64116609428203
5903,33,transporter,follower,food_deposited_at_nest,92.3190228355068,88.2194266487702
5915,81,transporter,follower,food_deposited_at_nest,92.31454030851843,91.44534719518207
5949,62,transporter,follower,food_deposited_at_nest,92.05434340522531,88.25127480749629
5964,82,follower,transporter,food_reached_from_trail,240.1078422679299,236.54887800465866
5995,80,transporter,follower,food_deposited_at_nest,91.86447561798,91.8187818478285
6068,73,transporter,follower,food_deposited_at_nest,87.29452164776477,89.64840095628357
6088,93,transporter,follower,food_deposited_at_nest,92.72428473768885,91.05328799338791
6244,27,transporter,follower,food_deposited_at_nest,91.36086235163458,87.44841865006129
6304,89,transporter,follower,food_deposited_at_nest,92.82429295107436,89.01745954294488
6341,69,transporter,follower,food_deposited_at_nest,92.56952777622833,88.79690235032615
6345,32,transporter,follower,food_deposited_at_nest,90.1552846639842,87.38261521088847
6352,67,transporter,follower,food_deposited_at_nest,90.94040489561726,87.32495954615845
6402,86,transporter,follower,food_deposited_at_nest,87.55920710792442,88.4358875335071
6426,66,transporter,follower,food_deposited_at_nest,91.15002327163914,87.2990374390273
6429,96,transporter,follower,food_deposited_at_nest,91.61258485520293,92.04420312001083
6566,47,transporter,follower,food_deposited_at_nest,88.4752413590526,87.62888157867702
6602,91,transporter,follower,food_deposited_at_nest,91.86214529964103,87.78910864416562
6636,45,transporter,follower,food_deposited_at_nest,87.96418203387537,92.16824239525583
6638,5,transporter,follower,food_deposited_at_nest,88.28254311940535,92.02136981322035
6742,22,transporter,follower,food_deposited_at_nest,88.11847980829681,92.12671930590716
6825,67,follower,transporter,food_reached_from_trail,241.1477310480877,236.84756211438565
6834,87,transporter,follower,food_deposited_at_nest,88.95933559761271,92.31716991536301
6851,32,follower,transporter,food_reached_from_trail,241.82145506646447,237.05265866049902
6893,66,follower,transporter,food_reached_from_trail,241.413995465726,236.80507349756337
6994,86,follower,transporter,food_reached_from_trail,243.37823474868637,239.71793984468232
7002,11,transporter,follower,food_deposited_at_nest,91.09183083983444,92.78814905925306
7093,82,transporter,follower,food_deposited_at_nest,87.18652955692605,89.1391141845832
7186,29,transporter,follower,food_deposited_at_nest,88.6566748019737,92.09141042267541
7238,16,transporter,follower,food_deposited_at_nest,90.67407011421656,87.61150780098745
7268,50,follower,transporter,food_reached_from_trail,239.31537163620663,236.66509325560972
7279,67,transporter,follower,food_deposited_at_nest,91.19381997791274,87.27309346605338
7307,13,transporter,follower,food_deposited_at_nest,92.12319828012609,91.96454703458238
7321,32,transporter,follower,food_deposited_at_nest,90.3475294218135,87.21142174664419
7346,66,transporter,follower,food_deposited_at_nest,91.23589529414781,87.28667582954729
7359,77,transporter,follower,food_deposited_at_nest,92.17260030367764,91.05038887615707
7360,6,transporter,follower,food_deposited_at_nest,92.36354745851524,88.56362833366101
7377,88,transporter,follower,food_deposited_at_nest,89.28191765335916,87.69705801554747
7513,2,transporter,follower,food_deposited_at_nest,87.34117571942143,90.42974238560001
7541,86,transporter,follower,food_deposited_at_nest,87.55920710792442,88.4358875335071
7663,12,transporter,follower,food_deposited_at_nest,87.26114113613164,90.30723833032943
7729,67,follower,transporter,food_reached_from_trail,241.8155178718604,237.0318366386232
7925,83,transporter,follower,food_deposited_at_nest,92.54617650378498,89.36990902578903
7999,23,transporter,follower,food_deposited_at_nest,87.6781245093421,91.87869757102551
8168,49,follower,transporter,food_reached_from_trail,241.35267921536743,236.89610081722287
